client reference no,balance,status,consumer name,consumer address,ssn
6585a406-d03b-4423-9082-19f30c0950a8,80826.3,IN_COLLECTION,Erica Adams,"55373 John Mission
Port David, ND 72182",328-55-9685
ddb0c0af-6150-4a24-8eb8-cd16050f40c0,74355.3,INACTIVE,Anne Cunningham,"Unit 1695 Box 8060
DPO AP 19754",317-83-2527
9f47e9a6-cb16-4cc1-a62c-637173346108,57074.4,PAID_IN_FULL,Jordan Simmons,"28816 Vanessa Forge Apt. 258
Holderfurt, PA 69554",442-38-6769
7236609f-8194-4f93-b4cd-371aea4ecce4,76135.6,IN_COLLECTION,Michelle Phillips,"23254 Floyd Station
Pottsmouth, MI 49122",214-56-2555
6d0e74c5-38b4-44b2-bb10-ef5ac37c2529,17381.24,PAID_IN_FULL,Steven Michael,"122 Allen Valley
Thompsonport, MA 04392",899-77-5692
41216ebc-f656-4337-9ced-6b56d28c5808,80266.47,PAID_IN_FULL,Monica Perez,"612 Patel Overpass
Lopezport, WI 74029",445-97-0541
856ef458-02d9-4c0e-a468-f97dafc668a1,20892.56,PAID_IN_FULL,Mike Forbes,"307 Lindsey Plaza
North Anthonyberg, SC 22636",729-26-4342
05d40f75-5925-4c22-8b19-8e06d405cbf6,71685.79,INACTIVE,Justin Estrada,"016 Griffith Square Apt. 570
East Melissa, CO 72475",559-07-6056
2a03414d-9805-464c-8bd7-bbf503fb3589,70908.5,IN_COLLECTION,Phillip Casey,"32843 Hoffman Square Apt. 836
Bullockmouth, FL 72758",018-34-9836
8cc74836-c687-4c55-bd38-9231882e0236,7796.84,IN_COLLECTION,Michael Shepard,"922 Munoz Hill Suite 175
East Emmamouth, NH 36614",394-56-3843
db4f548e-9107-4b03-b53f-568356492a26,17278.69,INACTIVE,Richard Hill,"5847 Baker Knolls
Gallowayborough, WV 60155",255-09-4724
bc9fb137-2943-4b5c-b8ba-d0d41bbc5a13,30810.78,IN_COLLECTION,Megan Dominguez,"89172 Justin Dam
Carloschester, NC 25385",109-09-0763
2c15e4a6-942d-4c32-a786-91b275c89691,41453.21,IN_COLLECTION,Frank Lewis,"185 Garner Divide
Gibbsburgh, MH 56051",839-59-7483
f3c0eb56-333b-4fae-a8bc-fc14972eabcf,54268.77,INACTIVE,Nancy Woodard,"477 Amber Radial
Port Hunter, TX 97637",618-03-2596
5fca3b83-fb59-42c8-b236-549ff58ab9ff,14156.01,IN_COLLECTION,Rachel Harris,"909 Daugherty Crescent Suite 880
Lake Antonioview, IA 30008",449-33-6597
cc9f5d96-a584-4d55-81af-f41f19f77c1a,34054.11,PAID_IN_FULL,Jennifer Gaines,"Unit 2819 Box 4086
DPO AP 54444",307-44-4420
39459494-bb55-4ac3-a364-d30f7e680eca,56255.86,PAID_IN_FULL,Daniel Scott V,"258 David Field Apt. 638
Christopherside, IL 92722",191-29-4419
5fddf1e6-1f28-4a6c-9c0c-5dadda23d11e,22589.98,INACTIVE,Kristin Mcpherson,"3150 Krystal Burg Suite 184
Gabrielborough, MH 01974",098-42-3846
ec44bb20-f682-4654-a2ca-4951a731c454,53215.43,IN_COLLECTION,Carolyn Reyes,"8198 Mccoy Curve Suite 224
West Melissa, NH 86685",244-36-5490
e53f6f10-1969-4bac-96e3-579ea02abd0d,94503.0,PAID_IN_FULL,Kenneth Thomas,"970 Horne Haven Suite 543
East Cindy, KY 75191",602-94-4594
7230daa4-4143-45a9-b85f-a817b2e16476,20261.56,INACTIVE,Brian Miller,"9687 John Lock Apt. 674
North Christystad, WV 36088",387-48-3000
ddf191e9-92b8-4e76-bbab-40af3993be9b,1829.26,PAID_IN_FULL,Jason Marshall,"USNS Swanson
FPO AE 52880",014-08-8651
d723f2c5-5b95-4133-86c6-512588355a54,69627.09,INACTIVE,Henry Dunlap,"8333 Monroe Ways Apt. 544
Lake Catherinetown, MD 38172",615-27-9222
43e26c05-63b7-426e-94f5-3cd8aa013258,99637.98,IN_COLLECTION,Robert Russell,"686 Hines Orchard
Riveratown, ME 52997",044-04-7189
d9dbea90-573b-4459-b020-6fa5768af85e,54663.99,INACTIVE,Douglas Gibson,"7076 Zachary Brooks Apt. 072
Alvaradoside, SC 94619",355-02-0332
28ddb18d-ea9c-4d57-aca5-6e71a36819f9,63717.92,PAID_IN_FULL,Robert Mann,"PSC 0388, Box 4178
APO AE 38804",671-49-4098
41dc8344-f8bf-44eb-abc3-d7a160772843,8661.3,PAID_IN_FULL,Thomas Scott,"36878 Horton Falls Suite 948
Robertport, VA 84394",362-63-7477
e7bf40dc-7796-4462-9599-86cdc16ec848,72902.2,INACTIVE,Alex Johnson,"19641 Mcconnell Groves Suite 452
West Donnaland, GU 20489",356-14-8885
7838ebc5-d300-4cb8-8058-e88cf18ea6e7,78118.06,IN_COLLECTION,Angela Brown,"8459 Bryce Ferry Apt. 544
Port Jeff, IN 66922",297-48-9808
fa633993-3ed0-4322-9c2e-a6ec87963059,25757.91,PAID_IN_FULL,Alexandra Williams,"9731 Douglas Stream
Port Jackton, TN 19403",209-21-2646
0cc7d944-9d3e-408e-a627-ec502dc684a5,56839.01,PAID_IN_FULL,Megan Yates,"37795 William Mall
Claytonshire, AZ 90370",608-51-7468
ac9e3439-d179-469e-8e4e-2a8dc7b632ce,20112.16,INACTIVE,Jessica Price,"182 Cook Squares
Oneillstad, GU 08232",068-70-1622
8cfea7cb-330c-46c1-b3ce-f2c030036e33,95471.36,INACTIVE,Caleb Barnett,"11407 Williams Ways
South Erin, WV 93856",542-56-1663
30a5afe6-226a-4836-ba45-840e779373b1,38547.03,IN_COLLECTION,Michelle Phillips,"23254 Floyd Station
Pottsmouth, MI 49122",214-56-2555
7ada4d38-6d48-494a-94ac-fb2dd3b8dbc5,12025.6,INACTIVE,Michelle Stuart,"515 Morris Drive
Haysmouth, VT 04064",635-45-7570
8ab42770-fa98-427d-ac49-bec190d6cc76,42445.21,IN_COLLECTION,Donald Brooks,"203 Collins Greens
Laurachester, VI 66410",156-80-9714
a2add03d-e5e5-481a-9951-95c7e074427a,89774.82,INACTIVE,Gabrielle Luna,"606 Jimmy Rapid Apt. 637
Sotoside, MO 17562",413-93-6321
b6c6ead6-099d-4845-ad85-a09b032697a1,65089.37,PAID_IN_FULL,Bethany Kramer,"9286 Bailey Spring
East Stephenfort, MT 60125",385-17-5040
75d0b3b5-1a13-4dc8-9f63-344c4d4f1da0,66406.46,IN_COLLECTION,Christina Phillips,"6720 Melissa Extensions
Marytown, CA 23518",713-90-2443
f8d3332b-1d6c-40c3-9c15-702a5c842466,91728.1,INACTIVE,Scott Duncan,"602 Collins Streets Suite 726
Lake Steven, WA 25350",279-05-7738
b0f6e518-fdd4-468e-b6f4-96b57bde56f7,44426.95,IN_COLLECTION,Hannah Strong,"31446 Patel Heights Apt. 336
New Heiditown, NM 36230",160-40-3669
a422e79e-e667-4ad4-ba44-79e5986f1348,74028.85,PAID_IN_FULL,Melissa Terry,"17074 Bennett Springs
Alyssaland, IA 58219",589-50-5760
b0f6e518-fdd4-468e-b6f4-96b57bde56f7,44426.95,IN_COLLECTION,Michael Thomas,"63884 Burke Turnpike Suite 875
Karenfort, TX 76315",594-59-8246
b9c38a5a-8a7f-4dd6-9ac9-d58b138036bc,15991.61,IN_COLLECTION,Brian Lutz,"53454 Brandon Haven Suite 285
East Todd, NY 42810",367-04-1988
b6c6ead6-099d-4845-ad85-a09b032697a1,65089.37,PAID_IN_FULL,Jermaine Collins,"588 Pamela Crossroad Suite 019
Woodshaven, VI 36698",426-99-7958
26e61ed1-7869-4dfd-b20e-6684f7a2978a,2656.86,IN_COLLECTION,Susan Daniel,"46965 Elliott Shores
South Emily, IA 63713",133-79-4361
f02710b7-0644-443e-b105-c23447c8facf,29500.86,PAID_IN_FULL,Richard Vaughan,"92722 Anna Plain
East Andrea, PA 15576",817-60-2911
eab68f39-e1ac-4031-ab0b-3d7e8047b678,39633.7,IN_COLLECTION,Billy Bernard,"USCGC Wright
FPO AP 51828",675-34-4115
6a5211b7-ed7d-4d8f-a2fa-5b4c93d70f62,63603.31,INACTIVE,Alexander Walton,"313 Crystal Turnpike
South Ryanfurt, NE 60927",110-37-1357
f8de6abb-5102-4fa4-a149-fc527d63afde,72719.82,IN_COLLECTION,Stephen Vaughan,"7977 Carol Forks
Spearsmouth, NM 99017",221-02-0690
226afd0d-c44e-4980-8c91-dbd9e8540364,73912.71,INACTIVE,Tracy Williams,"3413 Wade Throughway
New Jessicaview, OR 83763",536-74-5198
5357adca-4d5a-44eb-b10b-ea93c30bccfa,28884.29,INACTIVE,Allen Jackson,"544 Taylor Creek
North Vanessafurt, IN 39403",771-41-2104
bf88367f-7edb-4499-9158-6054bda76d18,75242.03,PAID_IN_FULL,Jeffrey Matthews,"PSC 8301, Box 3909
APO AP 64947",439-29-4920
f404a9dc-5196-405e-9bc1-571e34efbf29,27715.86,INACTIVE,Carolyn Reyes,"8198 Mccoy Curve Suite 224
West Melissa, NH 86685",244-36-5490
0095db02-c2f1-4fe3-aa33-27269dec5021,80686.73,INACTIVE,Nancy Woodard,"477 Amber Radial
Port Hunter, TX 97637",618-03-2596
bb671349-86e1-4899-8173-9b7eb32e8719,59968.78,INACTIVE,Barbara Green,"5273 Nolan Park
East Erikafort, NM 71516",326-42-8345
a30c1614-fcc4-4769-9f3d-48c1a9f381bd,56303.49,IN_COLLECTION,Shelly Cain,"Unit 0920 Box 6890
DPO AP 74759",177-31-3942
15737925-9e44-41ef-89f4-21d97aa5d0ba,98850.96,INACTIVE,Sarah Schmidt,"PSC 7022, Box 8025
APO AE 05568",176-29-5515
6bb3f6e4-58ce-4e27-a218-c4112e31c130,44012.14,IN_COLLECTION,Jennifer Anthony,"PSC 9152, Box 2298
APO AE 22948",061-45-9524
0672587c-4096-4c60-b250-3b1c3e8b2127,15819.16,IN_COLLECTION,Heather Lambert,"616 Miller Heights Suite 268
North Josephview, UT 90983",130-57-9448
644d4922-b99e-4801-b22d-5d797b1c29b9,99036.16,INACTIVE,Andrew Smith,"Unit 2885 Box 5360
DPO AE 13447",742-32-7973
bcf0d44f-270a-458f-993f-17bd120fdf30,14354.52,PAID_IN_FULL,David Riggs,"65054 Carey Drive Suite 909
Wyattville, KS 81443",100-41-5336
7b6dd010-5845-478f-8235-5d6a2837ddb2,19916.21,INACTIVE,Scott Woods,"0043 George Union Apt. 124
Christopherchester, ME 70228",031-62-7681
80da023b-e084-4150-bebb-ea145cfa9dd2,19570.0,PAID_IN_FULL,Carolyn Reyes,"8198 Mccoy Curve Suite 224
West Melissa, NH 86685",244-36-5490
41ba408a-364c-41e9-9be4-38442c068be2,13136.36,IN_COLLECTION,Robert Jones,"07783 Alexander Mission Suite 141
Campbellmouth, NY 18346",543-28-1605
39711503-0dea-487c-bc19-ba57f53d4ed4,83303.72,PAID_IN_FULL,Jeremy Klein,"084 Daniel Mountains
Ashleybury, NY 03409",528-63-1115
d6e44b0c-f4fd-4367-822d-c8d617f8e689,58720.9,PAID_IN_FULL,Brittney Taylor,"28772 Michelle Mountain
Stevenmouth, VT 78037",759-47-4967
0326e050-a92d-4f78-aaa4-f17cd7e8d5cf,13155.98,INACTIVE,Jessica Shaffer,"7065 Hall Spring Suite 121
North Kristen, SC 19105",345-96-2322
38a0f363-e089-41a8-b8cd-9dc8b15dfe20,33962.88,IN_COLLECTION,Bruce Jimenez,"36734 Lam Spurs Suite 061
Ronaldfort, CO 47645",828-47-2102
76e82e5e-b169-4c2a-a518-0d2c8f63ea5d,24141.64,PAID_IN_FULL,Alexander Cardenas,"0230 Turner Square Suite 620
Susanland, CA 41189",214-55-3998
47d60f3c-e65d-496e-bd1e-0e746ab15239,92576.6,PAID_IN_FULL,Kenneth Thomas,"970 Horne Haven Suite 543
East Cindy, KY 75191",602-94-4594
8e5cd8a6-9eb1-475b-a25b-d822c292e812,43080.2,PAID_IN_FULL,Barbara Green,"5273 Nolan Park
East Erikafort, NM 71516",326-42-8345
c83340ee-701c-4643-8ea4-22a961a87f2f,46374.04,PAID_IN_FULL,Leslie Lopez,"05599 Martinez Mill
West Victorfurt, VI 85521",552-43-0069
eadeaba2-9de2-499c-930e-dda28eaefc1c,9978.11,INACTIVE,Robert Mann,"PSC 0388, Box 4178
APO AE 38804",671-49-4098
51083e55-075f-4322-93ed-6247d54f6853,53059.5,IN_COLLECTION,Raymond Anderson,"PSC 5696, Box 8293
APO AE 64785",693-09-5826
991674ee-e886-4b8d-b3ec-cc7f50e1394e,85513.11,PAID_IN_FULL,Peter Krueger,"35321 Barker Garden Suite 888
Kellyview, MN 70436",728-85-7914
898afeca-fbb1-4298-872e-24387837e212,26110.82,PAID_IN_FULL,Elizabeth Nielsen,"Unit 9835 Box 5437
DPO AA 74183",254-16-5517
f78a6c33-e42b-4141-b618-ff2c0ec0ab08,67040.61,PAID_IN_FULL,Julie Bell,"84867 Johnson Spur Suite 469
Lake Karen, OH 04158",372-96-8827
711a5a23-90c1-49e4-81ca-5e817bb7e7d6,28056.83,PAID_IN_FULL,Kelli Alvarez,"571 Nguyen Drives Apt. 198
New Michaelview, NC 49626",434-86-1875
ff7b75ac-8ffd-414d-ae7b-f7de702fc06f,34222.1,IN_COLLECTION,David Fletcher,"631 Clarke Ville
Perezbury, TN 86175",884-84-9562
b1d528ca-0f97-4806-b58d-1e5d7f87cd19,31526.25,INACTIVE,Ashley Moore,"86263 Manuel Estates Apt. 982
New Kerryville, MN 47908",440-40-5101
5bb01a6d-ff62-497f-b8fd-857a88096341,18687.97,IN_COLLECTION,Melissa Williams,"PSC 6501, Box 9640
APO AA 90100",371-78-7623
711a5a23-90c1-49e4-81ca-5e817bb7e7d6,28056.83,PAID_IN_FULL,Sharon Nelson MD,"430 Montgomery Locks
West James, MN 05172",620-24-0285
cc1b391b-d179-4b47-bb93-f2c33ffa4754,33707.14,IN_COLLECTION,Ricky Pierce,"021 Jonathan Plain
Katherineville, CA 29838",370-53-9288
1d3af116-87f1-4fd1-ac9d-0e6da408edbf,33461.18,INACTIVE,Susan Hanson,"98676 Bush Ranch Apt. 082
Port Jodyberg, NE 02969",742-86-3890
9c895d91-741e-47ae-94bf-ccd17ab64503,62809.45,IN_COLLECTION,Angela Dickson,"2522 Thomas Rest Apt. 848
Ruizport, MT 59883",218-93-8379
b5a40039-d9a8-453a-a545-75c041bfa50c,59094.71,PAID_IN_FULL,Kayla Roy,"1889 Andrea Summit
Jacquelineton, VT 64064",881-97-1729
5e6556a8-c7d4-407f-bceb-3e9869828154,10524.01,PAID_IN_FULL,Sheena Hunt,"6938 Shannon Ford
Port Melissa, AL 81038",628-47-8967
37b48930-a886-4001-803c-3de5ebbd4fc2,68687.67,IN_COLLECTION,Monica Perez,"612 Patel Overpass
Lopezport, WI 74029",445-97-0541
ead50e42-6a38-46c3-a0c8-bc6dda09a12a,82155.12,INACTIVE,Angela Dickson,"2522 Thomas Rest Apt. 848
Ruizport, MT 59883",218-93-8379
656e3b8d-fd88-4cf3-bc6b-1d23740653dd,52085.81,INACTIVE,Paul Chapman,"009 Martinez Square Apt. 110
Holtfort, PR 92733",867-63-8130
1c1bc8f3-66a8-4a5f-b1e0-59d817b776e0,66040.46,IN_COLLECTION,Cassandra Hall,"Unit 7718 Box 9514
DPO AE 72344",725-74-0679
ce96b8ff-22cf-4319-9905-df1cacdfcd70,79782.47,PAID_IN_FULL,James Tapia,"0049 Karen Throughway
Karenmouth, MO 67055",451-86-0169
ef203ba6-9c2a-43ac-8a39-f0853c12929e,67030.12,PAID_IN_FULL,Alison Ball,"484 Donald Gateway Apt. 933
South Christina, PW 18979",088-46-9794
8409a51c-c940-4235-aa2a-8cd0dea5abef,77452.56,INACTIVE,Catherine Murphy,"603 Whitney Avenue
New Donnamouth, WI 85612",759-13-4580
079ad3e3-320d-49f1-8614-1b2c966287d3,67563.16,IN_COLLECTION,Shawn Meadows,"3090 Jennifer Underpass Apt. 833
Lake Deborahshire, NE 72198",345-36-9387
646c321e-05e6-4617-befe-d479f4b8676d,20000.2,PAID_IN_FULL,Scott Smith,"02629 William Run
Jacobstad, PW 77688",355-09-4108
cee5862f-c945-44d3-a691-09624c690944,88324.49,INACTIVE,Michael Turner,"306 Martinez Gardens Suite 641
Brianbury, PA 96263",664-24-3768
bad10d1f-dd28-4673-b999-1a500ac5ac90,73720.03,PAID_IN_FULL,Andrew Green,"1191 Fisher Plaza Apt. 377
Rochaberg, VI 01672",223-83-7380
e2869c64-4950-4c30-a067-18c54ee45db5,14611.71,INACTIVE,Gabrielle Luna,"606 Jimmy Rapid Apt. 637
Sotoside, MO 17562",413-93-6321
3db0a62f-aa91-4fa4-9f24-4d49a0ad1989,46308.76,INACTIVE,Raymond Anderson,"PSC 5696, Box 8293
APO AE 64785",693-09-5826
14804f0a-7940-435b-bd99-618e8b721fec,25317.95,INACTIVE,Linda Morgan MD,"3240 Oconnor Mission Apt. 019
Jenniferburgh, SD 78235",764-23-3849
83efece7-467e-4b6f-bf1b-0a109ed67369,3904.82,PAID_IN_FULL,Lauren Rodriguez,"162 Henry Ports Suite 658
Karenport, MA 24438",215-59-2138
b2b3a146-2a8e-414f-b00e-126278569d8d,83976.94,PAID_IN_FULL,Kevin Pratt,"985 Johnson Mill
Sullivanberg, AS 13643",249-06-8509
2f2b11c4-5f6d-413a-98b0-895a4bdf73d6,27622.52,PAID_IN_FULL,Amanda White,"1942 John Haven Apt. 429
Michaelside, MI 72403",721-84-4310
b1a228a8-4e94-4cb2-bd55-5e5f24629935,34081.64,PAID_IN_FULL,Joshua Boyd,"91895 Paula Manors
South Susanport, AS 81099",622-89-5873
ac9e3439-d179-469e-8e4e-2a8dc7b632ce,20112.16,INACTIVE,Jason Robinson,"Unit 4460 Box 8758
DPO AP 14987",806-08-2181
ce96b8ff-22cf-4319-9905-df1cacdfcd70,79782.47,PAID_IN_FULL,Audrey Reese,"PSC 7197, Box 4086
APO AE 23511",524-13-3361
3d5153c5-cee1-4f8a-8750-8dd783a45413,28641.92,IN_COLLECTION,Erica Ford,"80905 Contreras Lodge
South Kellie, TN 34659",139-89-0673
de10daf7-2248-474b-bf3b-02f67e7f8310,18013.43,INACTIVE,Linda Bond,"430 Vargas Court
West Leahborough, FM 09255",503-59-3558
a826016c-7386-4617-a055-c406878d85a4,99393.2,INACTIVE,Joshua Spencer,"22806 Brandi Hollow Apt. 106
Newtonchester, ID 14117",022-16-2341
870299ab-43e5-471e-b632-aa8a1f43b0c3,5584.5,INACTIVE,Brandon Buck,"16947 Stacy Walk
Pamelahaven, WI 57028",840-93-3264
641cae07-1cb8-4e2c-a4c8-ba330be1d5ee,16469.91,INACTIVE,Susan Hanson,"98676 Bush Ranch Apt. 082
Port Jodyberg, NE 02969",742-86-3890
69f7f02e-007e-4aa6-87df-3eaf1713faca,78438.75,IN_COLLECTION,Kathy Cabrera,"2886 Wiley Center
Port Julietown, AK 02534",669-18-1728
7cc366d1-1cd6-4180-83b7-b7245cbd58a4,49230.59,IN_COLLECTION,Richard Foster,"9726 Reed Roads
Port Crystaltown, VA 43210",722-51-4984
259aeb0c-17d9-4d85-acaf-4534953a6b4e,3109.03,IN_COLLECTION,Jessica Shaffer,"7065 Hall Spring Suite 121
North Kristen, SC 19105",345-96-2322
678027b8-3a5b-4ec2-b1d2-959514234faa,21158.58,IN_COLLECTION,Leslie Green,"62709 Vargas Street Apt. 695
West Tim, AK 04229",509-10-2108
05d40f75-5925-4c22-8b19-8e06d405cbf6,71685.79,INACTIVE,Ronald Roberts,"96633 Pamela Village
Barnesside, AL 72905",350-21-0191
d984a3b4-d331-4857-8e6f-b44bad2567aa,48598.63,IN_COLLECTION,Courtney Lawson,"8441 Walton Inlet
New Karen, KS 43813",448-02-9787
ac7edd14-711f-40b4-b2d5-d50259dd3194,72595.06,PAID_IN_FULL,Eddie Simpson,"0402 Diaz Overpass
East Jamesberg, MH 35619",134-35-6038
2a03414d-9805-464c-8bd7-bbf503fb3589,70908.5,IN_COLLECTION,Justin Reed,"878 Skinner Radial
South Geraldshire, FM 10402",031-56-9937
b61d7e64-17f0-4713-98fc-7138f1a03d18,64756.17,INACTIVE,Daniel Burke,"250 Villa Shore
Port Karenland, NV 67382",268-69-2431
731dc95f-f4b7-4331-847d-306c804ab49c,78879.53,INACTIVE,Mr. Tyler Green,"24561 Rollins Centers Apt. 848
Russellmouth, NM 92761",152-62-4570
2e3c6c73-6720-4571-b6b4-91046921f65d,26669.12,INACTIVE,Jeremy Klein,"084 Daniel Mountains
Ashleybury, NY 03409",528-63-1115
e12af8f4-2893-4376-9d92-3d14035ed05e,21890.07,PAID_IN_FULL,Mark Kaufman,"20760 Mary Fall Suite 120
North James, HI 33534",505-79-2318
bdd5a7f7-c48b-4647-8e42-fe753f2a3733,28259.03,PAID_IN_FULL,Shelly Cain,"Unit 0920 Box 6890
DPO AP 74759",177-31-3942
a38f90da-b14d-4668-873f-745f610ea93b,31155.41,IN_COLLECTION,Brandon Davis PhD,"73804 Timothy Ville
Guzmanborough, NY 12388",729-37-7950
0c64edc5-247c-4f82-9027-01b5a0c34099,10241.23,INACTIVE,David Stanton,"0203 Sullivan Streets
Scottton, PA 25670",573-39-5182
204359e1-ac7c-43a3-82ec-3aa0f839ee7c,46838.82,PAID_IN_FULL,David Riggs,"65054 Carey Drive Suite 909
Wyattville, KS 81443",100-41-5336
66070dd7-06bd-48ea-aff6-f90faff9c894,20837.99,INACTIVE,Dr. Matthew Rice,"6335 Hicks Mountains Apt. 765
New Carolyn, AZ 05300",639-98-6403
9d2ba2c0-8f28-46a5-9c97-b38e549ef21b,40264.37,PAID_IN_FULL,Jordan Stephenson,"515 Kristopher Fort Apt. 556
New Victorfurt, PW 66640",749-93-5470
05fe6409-c597-4aef-964a-6a0b0ce8c6ba,48137.85,PAID_IN_FULL,Elizabeth Nielsen,"Unit 9835 Box 5437
DPO AA 74183",254-16-5517
64d4b646-785b-4f63-8d9c-e62bba457212,79556.22,INACTIVE,Jacqueline Carr,"2766 Sanders Creek
East John, CA 41085",194-49-9092
84118ac5-e277-4f2a-a958-80a2f216689b,18859.71,INACTIVE,Madison Gray,"04831 Jesse Spurs Apt. 568
Lauraton, WI 50781",672-61-6045
b1a228a8-4e94-4cb2-bd55-5e5f24629935,34081.64,PAID_IN_FULL,John Barrett,"11117 Jeremiah Crossing
Port Blake, VT 34172",379-15-6115
bb573933-70fe-4e16-916f-c324c7337810,10161.81,IN_COLLECTION,Holly Thornton,"8711 Jensen Ridges Apt. 801
Robertview, KS 00649",687-51-7563
063761d4-0925-4fa6-a625-d4e1d4a1e3c8,12336.33,IN_COLLECTION,Christopher Rodriguez,"465 Hall Island
Johnton, CT 98651",561-31-8986
a1e6cbb8-074d-4339-90f1-4ab81eb6be11,91135.33,IN_COLLECTION,Paul Jones,"USNV Brooks
FPO AE 51223",261-73-8261
9d328b1f-a604-40ad-9b05-f94dd3037dd9,97605.43,INACTIVE,Brian Conley,"498 Davidson Cape Apt. 030
Lake Faithburgh, DE 85005",640-66-4230
0196b9ed-e810-49ee-897c-5a6466b5bd84,52827.5,IN_COLLECTION,Kenneth Thomas,"970 Horne Haven Suite 543
East Cindy, KY 75191",602-94-4594
15737925-9e44-41ef-89f4-21d97aa5d0ba,98850.96,INACTIVE,Ann Gardner,"024 Hood Stravenue
East Javierside, DC 97689",086-10-2842
e30f0dda-8a73-4a11-be5d-414ada266e54,63312.01,IN_COLLECTION,Jessica Williams,"0233 Edwards Glens
Allisonhaven, HI 91491",018-79-4253
0e55e468-cbb4-4760-9559-5cfb9bca75f3,43374.04,INACTIVE,Mrs. Heather King PhD,"059 Jessica Lakes
Brittanyport, OH 85234",835-39-6342
e8ecba18-1b30-4a26-90a0-de5f25287846,86326.52,INACTIVE,Jessica Harris,"1038 Taylor Meadow Suite 179
Diazbury, DE 04727",538-39-3295
1d03761e-42b1-41b6-aef5-55b6ac3e69a2,80212.0,INACTIVE,Christopher Rose,"40786 Sherry Avenue Suite 933
Thomashaven, FL 29740",299-12-3266
2c15e4a6-942d-4c32-a786-91b275c89691,41453.21,IN_COLLECTION,Wesley Shannon,"Unit 0599 Box 8744
DPO AE 18537",553-96-5585
2472e1d8-8376-4421-9391-8e3d1576cba8,65608.59,INACTIVE,Beverly Wilson PhD,"0206 Christina Vista
Port Shaun, CT 10039",173-75-2916
39711503-0dea-487c-bc19-ba57f53d4ed4,83303.72,PAID_IN_FULL,Michelle Barber,"024 Matthew Burgs
Stephenbury, TN 03622",373-89-8248
a8f29b16-899c-4e5d-b3bf-788cfe85bb04,23071.75,INACTIVE,Candice Mills,"285 Johnston Flat Suite 935
Mccarthyview, MD 53891",033-26-9521
af9d4dd6-c9ce-4723-bf92-1a97a782ffb0,76391.65,IN_COLLECTION,Paul Stafford,"320 Stephanie Flat
Lake Samuel, KS 69855",174-05-7298
dbc2a5a8-f7b5-47de-ac61-c50d9917d467,41157.0,INACTIVE,Christian Smith,"PSC 3500, Box 9263
APO AA 04604",523-35-7960
d9dbea90-573b-4459-b020-6fa5768af85e,54663.99,INACTIVE,Jessica Johnson,"3227 Molly Shore
Lucashaven, CO 82450",749-02-4546
f404a9dc-5196-405e-9bc1-571e34efbf29,27715.86,INACTIVE,Thomas Lynch,"340 Craig Plain Apt. 475
Brittanymouth, HI 20687",435-27-5002
b1e3d07e-4eaf-427c-bd5f-51ef67bd66d8,8363.41,PAID_IN_FULL,Stephanie Smith,"5036 Rangel Green Suite 330
Harrisburgh, ID 85033",628-20-5533
410ae1f3-fa3a-4699-a609-07e3de151230,4521.41,IN_COLLECTION,Wesley Shannon,"Unit 0599 Box 8744
DPO AE 18537",553-96-5585
d76c084c-7041-4e3d-9d47-704ff1733a82,73378.78,PAID_IN_FULL,Katie Alvarez,"01705 Rachel Knolls Apt. 933
Benjaminborough, AK 08496",380-65-0436
26038f90-dea3-412f-86eb-80c155e34573,81241.9,PAID_IN_FULL,Jessica Williams,"0233 Edwards Glens
Allisonhaven, HI 91491",018-79-4253
07788d90-6323-44a4-a7f0-6b7e753c34af,26478.44,PAID_IN_FULL,Kayla Roy,"1889 Andrea Summit
Jacquelineton, VT 64064",881-97-1729
d9fb0f79-0901-45e5-980e-efdedbe12ceb,22262.26,IN_COLLECTION,Angela Brown,"8459 Bryce Ferry Apt. 544
Port Jeff, IN 66922",297-48-9808
a30b7a73-195c-4dd0-913c-00ba37661300,84504.27,PAID_IN_FULL,Debra Gibbs,"3990 White Crossroad Suite 022
New Elizabethbury, HI 17320",499-99-8377
b3edf696-890d-4489-9dca-35f443de9ff0,85303.23,PAID_IN_FULL,Ashley Oliver,"2856 James Streets Suite 557
Lake Jennifer, IN 37459",073-62-4745
99afc898-c067-416a-bea6-87508ba18a8a,49967.74,IN_COLLECTION,Kimberly Schmidt,"390 Melissa Plain Suite 519
Port Ryanbury, OK 87404",759-75-9159
5cecd617-b65a-4ee4-87b7-cb92f147b8f7,20493.8,PAID_IN_FULL,Sharon Nelson MD,"430 Montgomery Locks
West James, MN 05172",620-24-0285
6dba4eab-4020-4add-9cbe-c7769f0d0b31,14433.38,INACTIVE,Mrs. Heather King PhD,"059 Jessica Lakes
Brittanyport, OH 85234",835-39-6342
37dc481e-753b-4908-aa70-567ad469f425,63430.67,INACTIVE,Brian Conley,"498 Davidson Cape Apt. 030
Lake Faithburgh, DE 85005",640-66-4230
a3f3aef4-d350-47dc-b0a4-7761f893a67c,95784.0,IN_COLLECTION,Brenda Mccormick,"53335 Margaret Forest
New Ashleystad, MT 50928",330-19-1231
731a0a92-9caf-4368-a37f-52380ea4aebd,97143.82,PAID_IN_FULL,Joshua James,"52681 Gutierrez Drives
West Anna, FM 84579",765-04-4932
d3262ecf-2b97-48ab-9922-91963cb779db,96723.56,PAID_IN_FULL,Jonathan Cook Jr.,"USCGC Foster
FPO AP 59399",048-17-7953
